filename,image,label
./images/blues/blues00000au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00001au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00002au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00003au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00004au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00005au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00006au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00007au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00008au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
./images/blues/blues00009au.png,[[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],...,[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]],[[255.,255.,255.],[255.,255.,255.],[255.,255.,255.],...,[255.,255.,255.],[255.,255.,255.],[255.,255.,255.]]],blues
